text;context;verse;predicate;form;lexeme;PoS;head;anim;semantics;number;role;case;marker;allomorph;postp;trajector;motion;dialect;area;year;period
EAB_S;;;jin;zaitzon;zitzaizkion;verb;zitzaizkion;human;;;Goal;dative;NA;;;abstract;metaphoric;S;E;2002;Today
EAB_S;""" Joan zeien hirugerren aldikoz eta erran zeien:""";;joan;zeien;zitzaien;verb;zitzaien;human;;;Goal;dative;NA;;;human;real;S;E;2002;Today
EAB_L;;;etorri;erraitera;erran;nmlz;erran;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;otoitz_egitera;otoitz_egin;nmlz;erran;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;atera;ereitera;erein;nmlz;erein;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zerbitzatzera;zerbitzatu;nmlz;zerbitzatu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;ikustera;ikusi;nmlz;ikusi;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;oihukatzera;oihukatu;nmlz;oihukatu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;bururatzera;bururatu;nmlz;bururatu;inanim;;SG;Future;allative;–ra;;;event;metaphoric;L;E;2004;Today
EAB_L;;;joan;oihukatzera;oihukatu;nmlz;oihukatu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;dantzatzera;dantzatu;nmlz;dantzatu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;ikustera;ikusi;nmlz;ikusi;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;jabetzera;jabetu;nmlz;jabetu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;hartzera;hartu;nmlz;hartu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;erraitera;erran;nmlz;erran;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;egitera;egin;nmlz;egin;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;galtzera;galdu;nmlz;galdu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;jaustera;jaitsi;nmlz;jaitsi;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;erraitera;erran;nmlz;erran;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;igorri;oihukatzera;oihukatu;nmlz;oihukatu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;bataiatzera;bataiatu;nmlz;bataiatu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;agurtzera;agurtu;nmlz;agurtu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;gantzutzera;gantzutu;nmlz;gantzutu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;mezutzera;mezutu;nmlz;mezutu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;mezutzera;mezutu;nmlz;mezutu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;erostera;erosi;nmlz;erosi;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;eskatzera;eskatu;nmlz;eskatu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;amildu;behera;behe;adv;behe;inanim;orientation;;Direction;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;ezartzera;ezarri;nmlz;ezarri;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;etorri;izaitera;izan;nmlz;izan;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;joan;abiatzera;abiatu;nmlz;abiatu;inanim;;SG;Future;allative;–ra;;;human;metaphoric;L;E;2004;Today
EAB_L;;;joan;prestatzera;prestatu;nmlz;prestatu;inanim;;SG;Purpose;allative;–ra;;;human;real;L;E;2004;Today
EAB_L;;;abiatu;bestalderat;bestalde;noun;bestalde;inanim;area;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;abiatu;oliamendirat;oliamendi;toponym;oliamendi;inanim;area;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;aitzindu;galilearat;galilea;toponym;galilea;inanim;country;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;agertu;erregeetarat;errege;noun;errege;human;occupation;PL;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;aitzindu;alderat;alde;postp;bethsaida;inanim;settlement;SG;Direction;allative;–rat;;Ø_aldera;human;real;L;E;2004;Today
EAB_L;;;aitzindu;galilearat;galilea;toponym;galilea;inanim;country;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;altxatu;zerurat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;altxatu;zerurat;zeru;noun;zeru;inanim;heaven;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;amildu;lakurat;laku;noun;laku;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;aitzindu;alderat;alde;postp;betania;inanim;settlement;SG;Direction;allative;–rat;;Ø_aldera;human;real;L;E;2004;Today
EAB_L;;;aitzindu;alderat;alde;postp;laku;inanim;area;SG;Direction;allative;–rat;;Ø_aldera;human;real;L;E;2004;Today
EAB_L;;;atera;plazetarat;plaza;noun;plaza;inanim;area;PL;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;aurtiki;lurrerat;lur;noun;lur;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;sabelerat;sabel;noun;sabel;inanim;body-part;SG;Goal;allative;–rat;;;substance;real;L;E;2004;Today
EAB_L;;;behatu;zerurat;zeru;noun;zeru;inanim;orientation;SG;Direction;allative;–rat;;;NA;inanim;L;E;2004;Today
EAB_L;;;aitzindu;alderat;alde;postp;betania;inanim;settlement;SG;Direction;allative;–rat;;Ø_aldera;human;real;L;E;2004;Today
EAB_L;;;abiatu;bestalderat;bestalde;noun;bestalde;inanim;area;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bildu;harat;harat;adv;harat;inanim;deictic;;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bota;itsasorat;itsaso;noun;itsaso;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bota;kanporat;kanpo;adv;kanpo;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bota;ifernurat;infernu;noun;infernu;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bota;ifernurat;infernu;noun;infernu;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bota;lakurat;laku;noun;laku;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;lurrerat;lur;noun;lur;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;buruz;buru;postp;herri;inanim;settlement;PL;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;eraman;harat;harat;adv;harat;inanim;deictic;;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;eraman;baterat;bat;det;mendi;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;eraman;kanporat;kanpo;adv;kanpo;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;eraman;kanporat;kanpo;adv;kanpo;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;eraman;etxerat;etxe;noun;etxe;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;eraman;tokirat;toki;noun;toki;inanim;location;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;eraman;sinagogetarat;sinagoga;noun;sinagoga;inanim;institution;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;eraman;auzitegirat;auzitegi;noun;auzitegi;inanim;institution;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bildu;aitzinerat;aitzin;postp;ate;inanim;orientation;SG;Goal;allative;–rat;;Ø_aitzin;human;real;L;E;2004;Today
EAB_L;;;erori;oinetarat;oin;noun;oin;inanim;body-part;PL;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;erori;lurrerat;lur;noun;lur;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;erori;oinetrat;oin;noun;oin;inanim;body-part;PL;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;erori;lurrerat;lur;noun;lur;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;erori;oinetrat;oin;noun;oin;inanim;body-part;PL;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;erori;arterat;arte;postp;elorri;inanim;area;SG;Goal;allative;–rat;;;substance;real;L;E;2004;Today
EAB_L;;;erori;harrietarat;harri;noun;harri;inanim;area;PL;Goal;allative;–rat;;;substance;real;L;E;2004;Today
EAB_L;;;erori;onerat;on;adj;lur;inanim;area;SG;Goal;allative;–rat;;;substance;real;L;E;2004;Today
EAB_L;;;erori;bazterrerat;bazter;noun;bazter;inanim;area;SG;Goal;allative;–rat;;;substance;real;L;E;2004;Today
EAB_L;;;erori;oinetrat;oin;noun;oin;inanim;body-part;PL;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bildu;ondorat;ondo;noun;ondo;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;egin;alderat;alde;postp;lehen;human;;SG;Beneficiary;allative;–rat;;GEN_alde;human;real;L;E;2004;Today
EAB_L;;;joan;hortarat;hori;dem_mes;herri;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;etorri;erdirat;erdi;noun;erdi;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;jauzi;itsasorat;itsaso;noun;itsaso;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;etxaitzinerat;aitzin;postp;etxe;inanim;building;SG;Goal;allative;–rat;;Ø_aitzin;human;real;L;E;2004;Today
EAB_L;;;joan;etxerat;etxe;noun;etxe;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;jauregirat;jauregi;noun;jauregi;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;baterat;bat;det;bazterleku;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;hirirat;hiri;noun;hiri;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;aurtiki;surat;su;noun;su;inanim;substance;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;aurtiki;urerat;ur;noun;ur;inanim;substance;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;etorri;galilearat;galilea;toponym;galilea;inanim;country;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;etorri;jerusalemerat;jerusalem;toponym;jerusalem;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;ihes_egin;mendietarat;mendi;noun;mendi;inanim;area;PL;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;infernurat;infernu;noun;infernu;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;heldu;jerikorat;jeriko;toponym;jeriko;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;heldu;leihorrerat;lehor;noun;lehor;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;heldu;jerusalemerat;jerusalem;toponym;jerusalem;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;heldu;betsaidarat;bethsaida;toponym;bethsaida;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;heldu;ondorat;ondo;postp;jesus;inanim;orientation;SG;Goal;allative;–rat;;GEN_ondo;human;real;L;E;2004;Today
EAB_L;;;heldu;hirirat;hiri;noun;hiri;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;aurtiki;urerat;ur;noun;ur;inanim;substance;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;atera;biderat;bide;noun;bide;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;zilorat;zulo;noun;zulo;inanim;container;SG;Goal;allative;–rat;;;substance;real;L;E;2004;Today
EAB_S;;;NA;gurutzerat;gurutze;noun;gurutze;inanim;artifact;SG;Direction;allative;–ra;–alat;;human;real;S;E;2002;Today
EAB_S;;;NA;gurutzerat;gurutze;noun;gurutze;inanim;artifact;SG;Direction;allative;–ra;–alat;;human;real;S;E;2002;Today
EAB_L;;;joan;herrietarat;herri;noun;herri;inanim;settlement;PL;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;hurbildu;jerusalemerat;jerusalem;toponym;jerusalem;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igan;jerusalemerat;jerusalem;toponym;jerusalem;inanim;settlement;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igan;jerusalemerat;jerusalem;toponym;jerusalem;inanim;settlement;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igan;untzirat;ontzi;noun;ontzi;inanim;vessel;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igan;mendirat;mendi;noun;mendi;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igan;baterat;bat;det;ontzi;inanim;vessel;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igan;jerusalemerat;jerusalem;toponym;jerusalem;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igorri;kanporat;kanpo;adv;kanpo;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igorri;zerrietarat;txerri;noun;txerri;animal;;PL;Goal;allative;–rat;;;spirit;real;L;E;2004;Today
EAB_L;;;igorri;etxerat;etxe;noun;etxe;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;igorri;gibelerat;gibel;adv;gibel;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;itzuli;gibelerat;gibel;adv;gibel;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;itzuli;bazterrerat;bazter;noun;bazter;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;isuri;gainerat;gain;postp;buru;inanim;body-part;SG;Goal;allative;–rat;;GEN_gain;substance;real;L;E;2004;Today
EAB_L;;;etorri;biderat;bide;noun;bide;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;etxerat;etxe;noun;etxe;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;bestalderat;bestalde;noun;bestalde;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;NA;alderat;alde;postp;goiz;inanim;time;SG;Time;allative;–rat;;Ø_aldera;NA;inanim;L;E;2004;Today
EAB_L;;;joan;heriotzerat;heriotza;noun;heriotza;inanim;event;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;heldu;lürralderat;lurralde;noun;lurralde;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;surat;su;noun;su;inanim;substance;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;herrietarat;herri;noun;herri;inanim;settlement;PL;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;presondegirat;presondegi;noun;presondegi;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;norat;norat;interrogative;norat;inanim;direction;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;baterat;bat;det;bazterleku;inanim;location;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;bazterrerat;bazter;noun;bazter;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;etxerat;etxe;noun;etxe;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;bestalderat;bestalde;noun;bestalde;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;kanporat;kanpo;adv;kanpo;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;eskualderat;eskualde;noun;eskualde;inanim;country;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;etxerat;etxe;noun;etxe;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;herrirat;herri;noun;herri;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;lurralderat;lurralde;noun;lurralde;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;mendirat;mendi;noun;mendi;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;baterat;bat;det;bazterleku;inanim;location;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;guzietarat;guzti;det;alde;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;hilobirat;hilobi;noun;hilobi;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;kafarnaumerat;kaparnaum;toponym;kaparnaum;inanim;settlement;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;baterat;bat;det;leku;inanim;location;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;basamorturat;basamortu;noun;basamortu;inanim;area;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;sinagogarat;sinagoga;noun;sinagoga;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;joan;lurralderat;lurralde;noun;lurralde;inanim;area;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;laster_egin;hartarat;hura;dem_dist;leku;inanim;location;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;bildu;ondorat;ondo;adv;ondo;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;tenplurat;tenplu;noun;tenplu;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;lekurat;leku;noun;leku;inanim;location;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;etxerat;etxe;noun;etxe;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;jauregirat;jauregi;noun;jaurego;inanim;building;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;barnerat;barne;noun;barne;inanim;orientation;SG;Goal;allative;–rat;;;substance;real;L;E;2004;Today
EAB_L;;;sartu;bihotzerat;bihotz;noun;bihotz;inanim;body-part;SG;Goal;allative;–rat;;;substance;real;L;E;2004;Today
EAB_L;;;sartu;gibelerat;gibel;postp;ni;inanim;orientation;SG;Goal;allative;–rat;;GEN_gibel;human;real;L;E;2004;Today
EAB_L;;;bildu;ondorat;ondo;adv;ondo;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;guzietarat;guzti;det;bazter;inanim;area;SG;Goal;allative;–rat;;;abstract;metaphoric;L;E;2004;Today
EAB_L;;;sartu;etxerat;etxe;noun;etxe;inanim;building;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;landarat;landa;noun;landa;inanim;area;SG;Direction;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;sartu;gainerat;gain;adv;gain;inanim;orientation;SG;Goal;allative;–rat;;;human;real;L;E;2004;Today
EAB_L;;;NA;barkamendurako;barkamendu;noun;barkamendu;inanim;abstract;SG;Purpose;destinative;–rako;;;NA;inanim;L;E;2004;Today
EAB_L;;;NA;ehorzketarako;ehorzketa;noun;ehorzketa;inanim;abstract;SG;Purpose;destinative;–rako;;;NA;inanim;L;E;2004;Today
EAB_L;;;NA;zertarako;zer;interrogative;zer;inanim;;;Purpose;destinative;–rako;;;NA;inanim;L;E;2004;Today
EAB_L;;;bildu;jesusenganat;jesus;name;jesus;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;deitu;bereganat;bera;pro;bera;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;deitu;bereganat;bera;pro;bera;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;bildu;jesusengana;jesus;name;jesus;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;itzuli;erregeaganat;errege;noun;errege;human;occupation;SG;Goal;allative;–ganat;–aganat;;human;real;L;E;2004;Today
EAB_L;;;hurbildu;jesusenganat;jesus;name;jesus;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;hurbildu;jesusenganat;jesus;name;jesus;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;jaitsi;bereganat;bera;pro;bera;human;;SG;Goal;allative;–ganat;–renganat;;spirit;real;L;E;2004;Today
EAB_L;;;etorri;nereganat;ni;pro;ni;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;etorri;dizipuluenganat;diszipulu;noun;diszipulu;human;occupation;PL;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;joan;apezburuenganat;apezburu;noun;apezburu;human;occupation;PL;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;joan;jesusenganat;jesus;name;jesus;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;NA;jesusenganat;jesus;name;jesus;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;joan;pilatorenganat;pilato;name;pilato;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;eraman;jesusenganaino;jesus;name;jesus;human;;SG;Boundary;terminative;–ganaino;–renganaino;;human;real;L;E;2004;Today
EAB_L;;;joan;harenganat;hura;pro;hura;human;;SG;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;joan;dizipuluenganat;diszipulu;noun;diszipulu;human;occupation;PL;Goal;allative;–ganat;–renganat;;human;real;L;E;2004;Today
EAB_L;;;ihartu;erroetaraino;erro;noun;erro;inanim;vegetal;PL;Boundary;terminative;–raino;;;NA;inanim;L;E;2004;Today
EAB_L;;;joan;barneraino;barne;postp;jauregi;inanim;building;SG;Boundary;terminative;–raino;;Ø_barne;human;real;L;E;2004;Today
EAB_L;;;NA;asetzeraino;ase;nmlz;ase;inanim;;SG;Boundary_metaphoric;terminative;–raino;–alano;;NA;inanim;L;E;2004;Today
EAB_L;;;NA;asetzeraino;ase;nmlz;ase;inanim;;SG;Boundary_metaphoric;terminative;–raino;–alano;;NA;inanim;L;E;2004;Today
EAB_L;;;NA;egundaino;egun;adv;egun;inanim;time;;Boundary_time;terminative;–daino;;;NA;inanim;L;E;2004;Today
EAB_L;;;NA;azkeneraino;azken;pro;azken;inanim;event;;Boundary_time;terminative;–raino;;;NA;inanim;L;E;2004;Today
EAB_L;;;NA;behereraino;beheraino;adv;beheraino;inanim;orientation;SG;Boundary;terminative;–raino;;;NA;inanim;L;E;2004;Today
EAB_L;;;NA;hegaleraino;hegal;noun;hegal;inanim;area;SG;Boundary;terminative;–raino;;;NA;inanim;L;E;2004;Today
EAB_L;;;NA;arte;hura;dem_dist;egun;inanim;time;SG;Boundary_time;allative;–ra;;ALL_arte;NA;inanim;L;E;2004;Today
EAB_L;"""ea Elias hortik jaustera etorriko zaion""";;etorri;;zaion;verb;zaio;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zaizue;zaizue;verb;zaizue;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaion;zitzaion;verb;zitzaion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaion;zitzaion;verb;zitzaion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaion;zitzaion;verb;zitzaion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaion;zitzaion;verb;zitzaion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaion;zitzaion;verb;zitzaion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaioten;zitzaien;noun;zitzaien;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaizkion;zitzaizkion;noun;zitzaizkion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaizkion;zitzaizkion;noun;zitzaizkion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaizkion;zitzaizkion;noun;zitzaizkion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;etorri;zitzaizkion;zitzaizkion;noun;zitzaizkion;human;;;Goal;dative;NA;;;human;real;L;E;2004;Today
EAB_L;;;sartu;erresuman;erresuma;noun;erresuma;inanim;country;SG;Goal;inessive;–n;;;human;real;L;E;2004;Today
EAB_L;;;sartu;erresuman;erresuma;noun;erresuma;inanim;country;SG;Goal;inessive;–n;;;human;real;L;E;2004;Today
EAB_L;;;etorri;bizian;bizi;noun;bizi;inanim;abstract;SG;Goal;inessive;–n;;;human;metaphoric;L;E;2004;Today
EAB_L;;;etorri;bizian;bizi;noun;bizi;inanim;abstract;SG;Goal;inessive;–n;;;human;metaphoric;L;E;2004;Today
EAB_L;;;sartu;erresuman;erresuma;noun;erresuma;inanim;country;SG;Goal;inessive;–n;;;human;real;L;E;2004;Today
EAB_L;;;sartu;uretan;ur;noun;ur;inanim;substance;SG;Goal;inessive;–n;;;human;real;L;E;2004;Today
